dataset_name,subsample_frac,seed,save_dir,model_name,binary_mapper_name,binary_mapper_bit,binary_mapper_depth,binary_mapper_frac,max_depth,max_features,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,size_interactions,n_epochs,gpu,use_cache,cat_mappings,task_type,save_dir_unique,teacher_avg_kfold_val_r2,teacher_kfold_val_r2,teacher_r2_score_train_true,teacher_r2_score_val_true
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/be23ec5f8f3ae2ac8ae2ecff20d184df541e32f5019b014ca5343ca23001d04b,0.6303782902515305,"[0.6330071027987547, 0.6286193503598926, 0.6295084175959442]",0.6386348981875063,0.5874498014683189
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/be76652c72ec349280121634b5e2b51143e61a4f30525dacc5c7f261e8517e5b,0.826346667918981,"[0.836648464591466, 0.8250613935877784, 0.8173301455776988]",0.8653514745376394,0.8224044503235057
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/c106cd9bafe8e6ab1cb42ebca43c3a3651fd4cd6947521d60816690407cfb94c,0.9755768738073706,"[0.9773114383241291, 0.9757902957380538, 0.9736288873599287]",0.9774468233738283,0.977229769525896
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/c293d5af0d0a2d74066bea7737b7d589929c2b5d2a606255c9bcc0df4c0f79ed,0.968475851104905,"[0.9694285382764887, 0.9682936874582386, 0.9677053275799877]",0.9715111557556542,0.9700067416416286
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/c6e321d300bb161781ff91811081bfeb9f8bc50f1e3c5bb787c68299fe9d5f96,0.7661695637556395,"[0.7633435864636843, 0.7693087632285631, 0.7658563415746709]",0.8237825260516801,0.8214139709760618
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/d78b376138fb0bd1382233b295158f11b0755c5ca6b6a2ce10537ee364877e0a,0.8192749495599639,"[0.8286300935221822, 0.8236106404237177, 0.8055841147339916]",0.8593350713373803,0.8199531185321687
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/de7f17cb93a659b6995804d50527374fc68f1667541e717b93726f520e036603,0.6716780259158953,"[0.6725099701109317, 0.6729203195149791, 0.6696037881217753]",0.6856799038629171,0.6350277951769481
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/ded820036a5eca0395bd7f3b14755b51fca2f058a285a6b08c04cc2febf51f87,0.5635905649660843,"[0.526512791377926, 0.553984077082833, 0.6102748264374941]",0.6064356859069178,0.5316149081094221
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/eba439afc90867b5be8bfa6b65a4ae153c891f439c737909e6b9d725c06eebcc,0.5868271160379394,"[0.5740672935588965, 0.602694461537061, 0.5837195930178605]",0.5956662814602275,0.598156589545807
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/ee4efb3fbbda70e033111fa859c18b50453b5e3795c0420ba63c3b379047c371,0.8082742496586466,"[0.8112941835578762, 0.8160241410858939, 0.7975044243321694]",0.8828335743473458,0.8662147268901497
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/f2ca0f276e65d831d531179bb638d64aa162e4e69a4f7b3b7b34a93759f6dcf3,0.5561006856246768,"[0.6828661350478041, 0.30322480186109035, 0.682211119965136]",0.6892290280915567,0.6528595943648505
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/f2f8fc5dc29b5a9fe7254381ebbc9ca6aad5f6c537e7a7d5b4bb1143a90c3ce9,0.9400580525011999,"[0.9441433339588325, 0.9359036776087577, 0.9401271459360093]",0.9427192742205018,0.9428278272962113
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,random_forest,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/f4cc9f5aa4f1034e80ca7ee24c920a72cb264a0e6abbba8dcfc0d86d7007b20b,0.791873576469067,"[0.8070374446502979, 0.7875235053407745, 0.7810597794161283]",0.822549277322984,0.7827685154088924
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/fe55b7a76f0440561159998d185554b71164ee40223ebb9735f0be10ecd7b9c8,0.9374332507699651,"[0.9418360049105075, 0.9327547179753929, 0.9377090294239948]",0.9386269752715067,0.9408265277500752
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf,rf_plus,no_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/rf/ffadbab6e51751ec513091e67d9fd9872f5f87a234e255729ec1a0beaaa67ca7,0.8499498812818302,"[0.8611768075577083, 0.8452124609158572, 0.843460375371925]",0.8766790429250105,0.8468310109591987
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,20,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/0892f0ff8e6ca206d132bb91faf9eecfbd2e90b8e1b6df8df9f7857b6594e59d,0.3860349235668816,"[0.3943726703013829, 0.3721567835699666, 0.39157531682929536]",0.6252479596889975,0.3653209821945993
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,20,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/09f1100130713635d73cbd47bd6afd16c422c5009efc269c02bcd88532058ca1,0.63600379825369,"[0.6261337398074073, 0.6723628179968083, 0.6095148369568544]",0.7117298115782218,0.6755376466302498
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,20,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/0f57d45a3e0aa50d3bef15d8716c3dc41a7652a76e38b7d62c202e0efc6b8d04,0.3568036413697135,"[0.35353247509909647, 0.3643959148669461, 0.3524825341430978]",0.6545840625134232,0.3328753967437438
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,20,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/1028fd1d27d93d78e528ba8fca95aa98d7385c68658320c849c29decb428b388,0.9631541791624922,"[0.9660576171939516, 0.9675078269070233, 0.9558970933865021]",0.975385626879592,0.9712402863575075
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,20,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/22b6368ae1b3360ebead38ee2414442d7a16eb1f705c760d5caa9ed21e320226,0.8127999369862455,"[0.8460285762111868, 0.7618008792575441, 0.8305703554900056]",0.8866135741777226,0.8184243525554622
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,20,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/29f7bcd9664051d093f6274541c7fbaaf392736b15c0164c791fb3626c6ced6f,0.728566057867201,"[0.7432882618685236, 0.7268809767430247, 0.7155289349900547]",0.7257071608773157,0.7006800411952627
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,20,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/2ca75b8412fe1e26c1e0a74838170390c817185250be29798bcad87e9a5c7c7d,0.8258998346554467,"[0.84414652410402, 0.8241628700772614, 0.8093901097850587]",0.9313035593337251,0.7876212185585493
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,20,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/2ecb4da5a83bb08226e62a2cfde19c284bda20ef2cf7a6e33a2c4bebef240272,0.7524567738363009,"[0.6781390410461241, 0.8150951818857468, 0.7641360985770318]",0.8485729063840718,0.7580582642344778
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,20,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/3040a585f4f63f4c2d73181511686ff7f9943b9da86d71384aefc800e99c75b6,0.7865003123119192,"[0.8281242309678118, 0.8491893429688393, 0.6821873629991064]",0.9286944806538778,0.8620698044273953
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/3da3bef1a3ee207dcf9e929bde05ba6280136703df736ccada79edccbf7ec622,0.728566057867201,"[0.7432882618685236, 0.7268809767430247, 0.7155289349900547]",0.7257071608773157,0.7006800411952627
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,20,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/3e8a7dc175c43d18a87c4e9f0880eee11d318e350fdf9cf8a7b422f079584775,0.6845129257870295,"[0.6544893935339349, 0.6918840602589003, 0.7071653235682533]",0.7186192205497888,0.6806228703996571
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/4409e7269f99c7be89eb7b2b184c6a2b81bf698203d79974305f350f73cc9918,0.8127999369862455,"[0.8460285762111868, 0.7618008792575441, 0.8305703554900056]",0.8866135741777226,0.8184243525554622
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/4892ccab961e3f7cd7bbfcf611149e5b6638fa92800aee65240ced748dd2a81c,0.7524567738363009,"[0.6781390410461241, 0.8150951818857468, 0.7641360985770318]",0.8485729063840718,0.7580582642344778
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,20,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/50e2def523b0691fb3e417b4e802d117b05d8d7171aba61388d060b69da1d35b,0.7445405179140309,"[0.7486331761584257, 0.7374252519624342, 0.7475631256212325]",0.7642106673210703,0.7370094623067072
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,20,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/5c29e2051e311397a9d967caca5b4414da597d0bf7a37604c1f5114305703375,0.7548613630676372,"[0.6937685211814374, 0.7976805215300238, 0.7731350464914502]",0.8697470825866251,0.804153974292181
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/60f575a9676b99b8a5876d0d54bd06f7d73bb20eacd874f8199e998053767f0c,0.7445405179140309,"[0.7486331761584257, 0.7374252519624342, 0.7475631256212325]",0.7642106673210703,0.7370094623067072
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/65cd53e588c021f6ea2b2897bb9653cb6c9d8706d5571f28c64123f4a8fe773c,0.3860349235668816,"[0.3943726703013829, 0.3721567835699666, 0.39157531682929536]",0.6252479596889975,0.3653209821945993
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/6e3d03a9f9cbf4c63acaa3c0481e0e0757f316861b2fc96d6bbadc0956bada95,0.9447475929390188,"[0.9677137932428377, 0.8928152269565545, 0.9737137586176644]",0.977065996683723,0.9618696428689884
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/6f7e7677755ddc77fefa77c4fbc69bf318e60c3a59f425e3d8656fe5f5e31f72,0.63600379825369,"[0.6261337398074073, 0.6723628179968083, 0.6095148369568544]",0.7117298115782218,0.6755376466302498
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/720c9a722b5c01c13c3d7b811d56d0ed3feb4f1b113acf2c8eb30ad84d3e27bd,0.7865003123119192,"[0.8281242309678118, 0.8491893429688393, 0.6821873629991064]",0.9286944806538778,0.8620698044273953
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,20,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/a36c2f3b0f5a41a5148cf266b8dd5afd4b339dc50d2f23328f9f1e73bc9edbfd,0.8273949822518866,"[0.8353057825900272, 0.8191041477726919, 0.8277750163929405]",0.8748664704936567,0.7985839426095609
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/ad264c9e7ebf6759e2540025c5fc9901e26ed7a98d4d69727b1769910b9294ae,0.8258998346554467,"[0.84414652410402, 0.8241628700772614, 0.8093901097850587]",0.9313035593337251,0.7876212185585493
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/adbcae4f310af4b59f907423ea9e6cfca3afbf231bffc3dfee2046ce12eba162,0.9321552943103821,"[0.9386562642797646, 0.9292293127583409, 0.9285803058930411]",0.9396007289749075,0.9357697461347866
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,20,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/ae4d6b042d364fe8fb7b83c494b24d69930bcd0360fdc453b682200cf314c9f5,0.9321552943103821,"[0.9386562642797646, 0.9292293127583409, 0.9285803058930411]",0.9396007289749075,0.9357697461347866
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,20,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/b65645c3bf584bf272b8c298038bf69eee2b38065058c790c11c799966b6ce0d,0.9447475929390188,"[0.9677137932428377, 0.8928152269565545, 0.9737137586176644]",0.977065996683723,0.9618696428689884
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/b6c47376eb262154d190848c51570f148e6e76c75e4d326edf49ed1a47702edd,0.3568036413697135,"[0.35353247509909647, 0.3643959148669461, 0.3524825341430978]",0.6545840625134232,0.3328753967437438
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,20,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/b9be857acfa96acb2a781e28a04e318981d7651f609625cd74c2d63f18728d6d,0.9334163641788648,"[0.9399917981148567, 0.92796756514799, 0.9322897292737475]",0.9456681068248127,0.9354634506459761
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/bf2ee5451674347e16f5b8c12e0a0e76f2a2132f7f2d123dc5e4edf70dacd376,0.9334163641788648,"[0.9399917981148567, 0.92796756514799, 0.9322897292737475]",0.9456681068248127,0.9354634506459761
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/c5c52982da58cb1800d001db5326208a37ab0834126d8de95c59236a841d1203,0.9631541791624922,"[0.9660576171939516, 0.9675078269070233, 0.9558970933865021]",0.975385626879592,0.9712402863575075
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/cd9130eb264c5245d54785add60e9eaea4d858b174938a7861f8b4145e5c9976,0.6845129257870295,"[0.6544893935339349, 0.6918840602589003, 0.7071653235682533]",0.7186192205497888,0.6806228703996571
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/d14f39f6975f80526f273c84282832b58b69e0707ed782aac05ef14bece405a7,0.7548613630676372,"[0.6937685211814374, 0.7976805215300238, 0.7731350464914502]",0.8697470825866251,0.804153974292181
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs,figs,no_binary_mapper,0,2,0.5,4,1.0,50,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/figs/f2f2d3d0571b2f1856aeeb01a97f0bbb825ccaf8b18ade3841219a319ec720fe,0.8273949822518866,"[0.8353057825900272, 0.8191041477726919, 0.8277750163929405]",0.8748664704936567,0.7985839426095609
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/xgb,xgboost,no_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/07_cv_train_model/xgb/0a05f922f65302f1c4aa577f0fbb4635a74b1702f81185bf8af7499e86025743,0.8980597503688652,"[0.8465699622872436, 0.9205574771436431, 0.9270518116757089]",0.9743204885282272,0.9040523822191697
