dataset_name,subsample_frac,seed,save_dir,model_name,distiller_name,binary_mapper_name,binary_mapper_bit,binary_mapper_depth,binary_mapper_frac,max_depth,max_features,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,size_interactions,n_epochs,gpu,use_cache,cat_mappings,task_type,save_dir_unique,teacher_avg_kfold_val_r2,distiller_avg_kfold_val_r2,teacher_kfold_val_r2,distiller_kfold_val_r2,teacher_r2_score_train_true,teacher_r2_score_val_true,distiller_r2_score_train_true,distiller_r2_score_val_true,distiller_r2_score_train_teacher,distiller_r2_score_val_teacher
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/6becbb3e3866e271c881d3008c1c431797012eb58e32db1e6f3562cbd5ba8eb2,0.8942978611672044,0.8937444741053321,"[0.914264622258308, 0.8601215526985018, 0.9085074085448034]","[0.9144617992126791, 0.8601234247072125, 0.9066481983961043]",0.8756208853570913,0.8765303988412937,0.8755815668469932,0.8765373951762568,0.9999900109719285,0.9999902055538986
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,dt_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/6c2d251654ea49e093e4371b6ebfa2b9f37d9ad6824a62db4facb8d6ae49c752,0.6212844807481589,0.5651162446262926,"[0.6747452829328191, 0.6185658209996717, 0.5705423383119861]","[0.5796121250812809, 0.5694031263264976, 0.5463334824710993]",0.7335208958289738,0.7811448707914657,0.6955931885315126,0.7597332073765852,0.9744888017061434,0.978521870791948
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/6ce280e2fe4e9d271eb20c39febf21101756689c333e8222f55879e6badc9d6b,0.341345800094593,0.3361892068126407,"[0.34369442494035163, 0.32659899364233347, 0.35374398170109367]","[0.34791561961128215, 0.3183665520114668, 0.3422854488151733]",0.382101235226469,0.37099690607174185,0.3682850885736374,0.35718064848657505,0.9908350126514639,0.9906610286840039
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/6dac13911813134bfac1b8e00a85ab5fabfc7ae8170b642baf45899288f1b59c,0.5056231570237717,0.45925868679570025,"[0.4421107470296788, 0.5343307985074277, 0.5404279255342086]","[0.41908489618490374, 0.4998626603155023, 0.4588285038866947]",0.570269303698673,0.512825292750014,0.554399229832323,0.49809525088759554,0.9844191261464755,0.9879345836152361
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/6efd03f3de17b6b17565331add3b0f7d65a423b46c11b50a423f7ad3754f4ec5,0.9012686870809622,0.901271083400109,"[0.904657338062833, 0.8989967870158325, 0.9001519361642207]","[0.9046432258647541, 0.8989916715015132, 0.9001783528340598]",0.900289372801549,0.9045789876406563,0.9003192629261916,0.9046971023328872,0.9999883283398187,0.9999864561291857
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,3,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/6f2b3cac5cd8fc5e258d5dfbea2cc76b33dc86896747e4760415ab4b07eed961,0.6035891653463848,0.5542683453494499,"[0.6444867930213052, 0.6125279985984301, 0.5537527044194193]","[0.6112376657273904, 0.5553282975312104, 0.4962390727897491]",0.7287001068372283,0.7544364466286135,0.6759314641213208,0.7370259552630634,0.9545513158772763,0.9535192646579188
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/6fe40cbab5848ff7777a6e14beb5381db31b44250f15acb74985cf285204b492,0.5885208582878297,0.5897749783437759,"[0.6331416514616433, 0.5895834145197005, 0.5428375088821453]","[0.6356043731755404, 0.592568663551551, 0.5411518983042359]",0.7425627002782422,0.7208283870215542,0.7399882833792368,0.6943884900101149,0.9982381657084111,0.9889044604801236
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/704ce58331e046402873a2d07013662d15095e7783292f61ba158785377e9393,0.6050378359052673,0.599392866624238,"[0.5936590943326507, 0.6040915145908454, 0.6173628987923057]","[0.5883787944916756, 0.6003025263359989, 0.6094972790450393]",0.6120122006303212,0.6048480632688096,0.6026004433149963,0.5970379718179104,0.993221139684922,0.9925162704834289
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/70bf68d03027114fb3b5ea0c6f6e71f9cba61409cf1e4a404bc400577721adfe,0.5622105507482139,0.5087324096796421,"[0.5138600432386679, 0.6351102742270842, 0.5376613347788894]","[0.4247856297840803, 0.573880573825204, 0.5275310254296419]",0.7458401924581886,0.7565410646345958,0.7188012777476352,0.7490816041089615,0.9794457769414052,0.9710628856188429
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,dt_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7190f5dc89ca844087f57932ea9cf7a3901b5d5bf63aa35c3273d7ea81eca34b,0.7314165818910913,0.7067768662055055,"[0.7489469329430489, 0.7141861074862876, 0.7311167052439373]","[0.7320249315272488, 0.6810279602168055, 0.707277706872462]",0.7479346040489014,0.6913196737768093,0.7263238974512343,0.6738636538328993,0.99358955003117,0.9932898330971376
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7311fbde5968442013ac2f1c4fdbd23d99d509df9580744819abfeff17fa6b74,0.8645976687136159,0.8648464522528064,"[0.887941469659452, 0.8230948012116731, 0.8827567352697224]","[0.8879311343572325, 0.8230848673564616, 0.8835233550447253]",0.8287791436183589,0.8207797453633943,0.8287811334251054,0.8207969706012896,0.9999999753995799,0.9999998254490391
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/743b67fbb6c2332d4b0a76451d741483cc7d201ce9b7acbd1ec22ade63c684db,0.5453418431677346,0.534989042354349,"[0.5591798929715985, 0.597946966752848, 0.47889866977875717]","[0.5441616666377243, 0.5963031487732684, 0.46450231165205436]",0.5796179882092143,0.6044453390426272,0.5740051870645742,0.6074200232609024,0.9982068399136984,0.9956520164555942
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7451b15e0aadbc63d03286bad569c66e1b607ac9228f90e359eb18ef1b2c625f,0.5934102508590069,0.5852528419907119,"[0.566424791486922, 0.6561383531135806, 0.557667607976518]","[0.5568916721627335, 0.6594108610260182, 0.5394559927833842]",0.6387898731951422,0.6371706980549039,0.6260943201096472,0.6321788861753479,0.9955000189603234,0.9946281307799888
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/74a707e7514ed7a9c40694eccdea6b6a8b2b75a5d67ce1a9721e43bc302b1e45,0.42351724897947934,0.42284848889716825,"[0.4054523520307396, 0.39558407759333714, 0.46951531731436114]","[0.40570321636490736, 0.3950243451953599, 0.46781790513123755]",0.4424789497244732,0.4389830461507308,0.4374980161952954,0.43573181816186757,0.9966502566406001,0.9955580486169425
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,gmm_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/74daa5490fab23d9910f043dff5da439011ea9af5e73b700b89124a9d36d1dae,0.5459693800111403,0.5427443414509671,"[0.5411288663166263, 0.5400790891477798, 0.5567001845690148]","[0.539485217694337, 0.5365305199302528, 0.5522172867283114]",0.5317519352393885,0.5202632471031486,0.5274620944847167,0.5170956084133312,0.9973050667612315,0.9970484097989952
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7507b863e7aa892bd7549c6dfbe9baecef775b87cb373e3af42d96018ee9c44c,0.9030926843901366,0.9019698161785096,"[0.9084764760502695, 0.8983438404744561, 0.9024577366456841]","[0.9075365962531834, 0.8967435295042593, 0.901629322778086]",0.9066898703809685,0.9082945502366239,0.9046833659281673,0.9074973444196244,0.9983751680023387,0.9983137068754596
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,gmm_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/750dfbe52aecabcd6fa9e63191f7ec8c350ad770dedf7e228edd3819f8cda9b7,0.365083019007958,0.29316521177901866,"[0.37623816513473063, 0.35187775382473485, 0.3671331380644084]","[0.308692406860667, 0.2892754215475374, 0.2815278069288516]",0.40314403561241374,0.39809108370271673,0.360689415876738,0.36098373176777343,0.939586032625306,0.9405641280884939
concrete,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,2,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/757e42437722d19a01b3e0a44e1ee6ec329a874cdd8c3811b142d4fa2c526c82,0.6359391655087018,0.6472591193958906,"[0.6631532581499637, 0.6531192757807398, 0.5915449625954019]","[0.6860799126212828, 0.6443678970043367, 0.6113295485620525]",0.7926490958009618,0.7777535058651152,0.7875350202088518,0.7607872714265939,0.9973526758168835,0.9858983285260321
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,dt_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7662abf00b909d730eaebd2ec862b36a37d29e49a36bacddcac8b685ff3c5ef0,0.6065492464130376,0.6004356534295185,"[0.5753274322788956, 0.622642172820428, 0.6216781341397895]","[0.5713995291775251, 0.6089419275243143, 0.6209655035867163]",0.5984933828261538,0.5815135198970718,0.5870647469170547,0.5722422154312613,0.9961508605944073,0.9962987782566031
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/76ef1696a77baaec3f2459e84eb7b39da6d8767903bba0aa01c1c5c360f5b02b,0.9496260325962883,0.9491235908314426,"[0.9483516784224524, 0.9524060831855179, 0.9481203361808948]","[0.9477376785516723, 0.9520510429852684, 0.9475820509573867]",0.9533343122108195,0.95564250152844,0.9529689196661717,0.9551498241031234,0.999964417078858,0.999913593855149
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/77461a7c794d2c8c4367e50e6bd39ba2940a96eac1afe7131980bfd290810799,0.7576409908870273,0.7461648192026155,"[0.764570297730419, 0.7449623072972023, 0.7633903676334604]","[0.76023672883325, 0.7325118661690309, 0.7457458626055655]",0.7713292506086333,0.7274907908999448,0.7583916817886526,0.7198994476864071,0.9934493938022474,0.99375388998709
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,3,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/77e78bfc6ba70e5c3fb5cd38e3d61abaed0b0a34960ca44a952e64b0e4f4d06f,0.45249213690764095,0.4511511857483635,"[0.430723972817018, 0.45371796196375547, 0.4730344759421494]","[0.4235578049267652, 0.45708337243017483, 0.4728123798881504]",0.47641747525191835,0.450245797087128,0.4732404853747565,0.45012626844563497,0.998463427846851,0.9982734622347351
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/77f1cb05de430c6b930f7ce8af53088f98142cdca4b6070fa15192e4c524a784,0.5809605992497787,0.575851096468992,"[0.5765741391888772, 0.5784574683834608, 0.5878501901769984]","[0.5722706851627102, 0.574315235154095, 0.5809673690901708]",0.5869135385406059,0.5786977653142229,0.58419674051834,0.5767875702777994,0.9989100275961552,0.9988518321216329
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,gmm_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/780067862025de0f95cf3eb1ae6c5f92e89ded438d29c87d484fe34bc71bd1cf,0.4261822076494998,0.4261879680849572,"[0.4133782351390364, 0.3908276831627526, 0.4743407046467104]","[0.4133651588242564, 0.3906659031381483, 0.47453284229246673]",0.44384304659782636,0.4382834101991424,0.44361995269761456,0.437392829619073,0.9999817953148465,0.9997098618958783
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,3,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7898c6fd4930b56d32e83749fe20a4b61854ba290e6ec06e44c392b879e81f1d,0.8606151598619326,0.8606430892525161,"[0.8563400697868786, 0.8593566059752592, 0.86614880382366]","[0.8562778445744512, 0.8594057556771257, 0.8662456675059711]",0.8508851808306691,0.8556871981507976,0.8507982797775583,0.85544093700192,0.9999935631878204,0.9998864662193956
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,gmm_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7927e5c51c8152d6f4d732675aeb2197da65e9bc0089a32260310ea312447a1b,0.9255396627620481,0.9231560848977174,"[0.9232699527044936, 0.9246891994072766, 0.9286598361743743]","[0.9205701574109041, 0.9222316300675302, 0.926666467214718]",0.9285207371984789,0.9289422452009771,0.9250775766885735,0.9260351405328443,0.999042755969329,0.9992487178832642
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/79a2d623d41a4717d532a7b999577c11e7b58d21fe6966d9d5f26e36a9da6477,0.5258495839636915,0.5180270210266223,"[0.44390179614906344, 0.5644770205154697, 0.5691699352265414]","[0.42617848231448663, 0.5651761849620152, 0.5627263958033651]",0.6392567280904929,0.5714266555846597,0.6363076100427678,0.5678699119800357,0.9995440260504657,0.9989443377545598
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,figs,gmm_binary_mapper,0,3,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7a08813f7f0441629388634fa83d557624905cc122a7a499f4f6b9ed1ff41f61,0.6465081390354244,0.6421537019699132,"[0.6580945500414812, 0.6589640310679907, 0.6224658359968012]","[0.6545111951695661, 0.6548461798452665, 0.6171037308949068]",0.6549375086025006,0.6416653110695691,0.6483856951724407,0.6369837567805021,0.9980695505171192,0.9979080564409137
parkinsons,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,dt_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'sex': {'0': 0, '1': 1}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7a2f7fd778901a4b33edb5fd5a21180921e8a1268c0df830c1ba97547e881be6,0.40052337796913556,0.3556503076160182,"[0.3845922227005425, 0.41736914308666095, 0.3996087681202032]","[0.3745543494655541, 0.3546812974143333, 0.3377152759681671]",0.425912952090715,0.3946888541870497,0.3625126183700049,0.3384492831019378,0.9127992617210141,0.9076279828225942
cpu_act,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,2,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7a4737d8c1357ac7e3460f98e8fea8f762c5b59aba1205bc369e7e2b46ff0b1d,0.9328291819534812,0.927945554520926,"[0.9240283103634348, 0.9417017528221425, 0.9327574826748662]","[0.9090645592387682, 0.9403289057580015, 0.9344431985660085]",0.953631791017706,0.9441537944661379,0.9509158193446146,0.9434504543697569,0.9982014973810069,0.9980309087071354
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,2,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7a4ce4fb9686ca439b91cc60ffab309212d1c50f31b56936f8552bec180b0b22,0.5755808974730454,0.5144732291850929,"[0.47802221550987545, 0.6364911810004161, 0.6122292959088447]","[0.39529459950086177, 0.5955680844969656, 0.5525570035574513]",0.6603416237488454,0.5925162495797118,0.6095153694662381,0.5536980364004878,0.951433477935972,0.9407118898568133
miami_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,3,0.5,5,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'avno60plus': {'0.0': 0, '1.0': 1}, 'month_sold': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4, '6.0': 5, '7.0': 6, '8.0': 7, '9.0': 8, '10.0': 9, '11.0': 10, '12.0': 11}, 'structure_quality': {'1.0': 0, '2.0': 1, '3.0': 2, '4.0': 3, '5.0': 4}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7ad000cffb5a25b67843ac32fe55137b559f96c30ceae3296e81df7d135ecf94,0.7147813559406506,0.6849963561421544,"[0.7446957352885013, 0.6849050432901874, 0.714743289243263]","[0.7275537383043114, 0.6538446233666723, 0.6735907067554794]",0.7512879782242008,0.6787285571171893,0.7155977616618983,0.656937120823468,0.977941306082415,0.975759476281054
powerplant,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,rf_plus,ft_distill,gmm_binary_mapper,0,2,0.5,4,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7ae3278b54af5d94fedb767606f11d3e27ee560eca05e1ad2bd84a81f4f7e527,0.8986316963182719,0.8949542296289149,"[0.9037989378029616, 0.8964953527992877, 0.8956007983525663]","[0.8979593509394114, 0.8938761339704109, 0.8930272039769223]",0.8988601339176897,0.9035802436815533,0.8977277656474445,0.9028965345399406,0.9992384017710308,0.9992593452467621
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,figs,dt_binary_mapper,0,3,0.5,4,0.75,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7b6a39e3c8b66a1f7d118345e93388fffcd8afc001a02098d935524558b589cc,0.40657404639269035,0.40419169588770504,"[0.4133588456837659, 0.43316813283070066, 0.3731951606636045]","[0.4159121474667502, 0.4279929292395953, 0.36867001095676954]",0.4821786309592956,0.39402552590093864,0.47755647003859103,0.39305623337464823,0.9993644698575079,0.9989289453640822
airfoil,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,3,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'chord-length': {'0.0254': 0, '0.0508': 1, '0.1016': 2, '0.1524': 3, '0.2286': 4, '0.3048': 5}, 'free-stream-velocity': {'31.7': 0, '39.6': 1, '55.5': 2, '71.3': 3}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7bae87b76160298dbf38052eb9f770858871127b21c108380f7d40fd44a1e10e,0.4875366612601306,0.3903499615354822,"[0.43244489322376967, 0.495777925212571, 0.5343871653440513]","[0.38143837035260364, 0.39310573456278963, 0.3965057796910533]",0.544337259616605,0.4614160401931042,0.507448432306171,0.42110181783348966,0.9703947426120085,0.9587707340244707
ca_housing,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,gmm_binary_mapper,0,3,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,{},regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7bf317ecfc6c87ba802293baddf8acccc09d099a9089722f20ecd8dc8a7c5fd7,0.5993273673834213,0.5897644979429506,"[0.5840972179569659, 0.6220764572558325, 0.5918084269374657]","[0.5729667619883207, 0.612305888996868, 0.5840208428436632]",0.6048440347818518,0.5821856930499003,0.5901332103457464,0.570655634719059,0.9900372863285585,0.9880292815967252
abalone,0.25,0,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf,random_forest,ft_distill,dt_binary_mapper,0,3,0.5,5,1.0,60,30,l0l2,0.5,l0l2,30,3,100,2,1,"{'Sex': {'F': 0, 'I': 1, 'M': 2}}",regression,/home/mattyshen/interpretableDistillation/results/06_cv_bm_train_distill_model/rf/7bf76ca73f09d17682e44890cb6e1377d6330430ae5dfaf8cd29ce4f8354178e,0.39689631218783106,0.3833914912742166,"[0.3743840194422615, 0.38323569415453484, 0.4330692229666969]","[0.3529396042756292, 0.3810252532068894, 0.4162096163401313]",0.45184990080372556,0.4214063163444425,0.4317228611585241,0.4097491523401038,0.9808233398363261,0.9773753716600024
