,dataset_name,model_name,featurizer_name,featurizer_frac,depth,bit,max_depth,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,r2_score_train_true,r2_score_val_true
397,airfoil,figs,no_featurizer,0.7,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.878110408670732,0.8216055724203872
403,airfoil,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7080848399039603,0.6417466299417267
404,ca_housing,resnet,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7483197555975027,0.7196104913610972
405,transaction,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.29401459330718793,0.16080341107216312
407,airfoil,rf_plus,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7080848399039603,0.6417466299417267
408,mercedes,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6065306384733282,0.6165579268229178
409,airfoil,random_forest,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7094412788014774,0.6349717077351409
410,airfoil,xgboost,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9743204885282272,0.9021690030709102
412,qsar,random_forest,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.5602289292981452,0.33640850980516035
414,cpu_act,xgboost,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.993998646736145,0.9837870597839355
416,ca_housing,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6883296904110253,0.639150420627462
419,ca_housing,figs,no_featurizer,0.3,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.8014917963196361,0.7805569598123064
422,allstate,rf_plus,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4622236885627007,0.43817220636311227
423,miami_housing,random_forest,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8094291260568247,0.7765100785814513
426,powerplant,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9423476626628206,0.9402810112434892
428,cpu_act,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9696849727191653,0.9683093275612255
433,insurance,rf_plus,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8652096651188181,0.8597207715760915
435,concrete,ft_transformer,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7171219432083511,0.7181353725881614
436,ca_housing,rf_plus,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6792419152472262,0.6377313820604835
439,concrete,resnet,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.63764810773257,0.6572809300419853
444,allstate,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4435942044799088,0.40950730296076643
445,cpu_act,xgboost,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9962639808654785,0.9834569692611694
446,abalone,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6022501521477137,0.511863952843931
447,cpu_act,rf_plus,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9778410716358829,0.9775141962385957
449,qsar,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.5602289292981452,0.33640850980516035
450,insurance,figs,no_featurizer,0.3,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.9237677210733316,0.795520431003822
453,abalone,figs,no_featurizer,0.3,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.6506614048235951,0.34317921724307077
454,parkinsons,rf_plus,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6969280453287832,0.6907002349288706
455,allstate,resnet,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4777827569184777,0.44573061620090104
456,miami_housing,random_forest,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8094291260568247,0.7765100785814513
457,concrete,rf_plus,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8969516395440078,0.8985943926642262
458,insurance,ft_transformer,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6915115704549004,0.6572735629850929
459,transaction,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.327088690863396,0.16727887447202372
460,cpu_act,ft_transformer,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9738321304321289,0.9737376570701599
461,powerplant,figs,no_featurizer,0.3,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9463872984592504,0.935797685155411
462,powerplant,xgboost,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9822462798022942,0.9627432675883084
463,powerplant,rf_plus,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9382873619370015,0.9405277688883538
465,cpu_act,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9696849727191653,0.9683093275612255
466,allstate,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4622236885627007,0.43817220636311227
469,cpu_act,ft_transformer,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9705770611763,0.9705997109413147
470,concrete,figs,no_featurizer,0.3,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.9508124487695613,0.9132131270303602
472,cpu_act,random_forest,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9696849727191653,0.9683093275612255
474,insurance,resnet,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6234548604318882,0.5722991276769873
476,parkinsons,rf_plus,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.6009001464926131,0.6019797072672592
477,ca_housing,xgboost,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8894601422308204,0.8194929479202618
478,qsar,xgboost,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9633604288101196,0.4114609956741333
480,powerplant,ft_transformer,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9345514514508555,0.935276391018521
483,airfoil,figs,no_featurizer,0.3,2,1,1,60,30,l0l2,0.0,l0l2,0.0,0.895269442466171,0.8409412679529129
485,miami_housing,random_forest,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8094291260568247,0.7765100785814513
489,insurance,resnet,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6301752509299212,0.5644414798310995
490,abalone,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6022501521477137,0.511863952843931
492,parkinsons,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6897334803827335,0.6808964439874534
493,parkinsons,resnet,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8226926569178568,0.8215255400803476
497,cpu_act,resnet,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.956597626209259,0.9537330865859985
498,concrete,figs,no_featurizer,0.3,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9508124487695613,0.9132131270303602
502,ca_housing,random_forest,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6408091126049313,0.591853571795089
504,abalone,rf_plus,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5775839266594216,0.525124411776533
505,concrete,resnet,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6412090607045959,0.6284333126603258
507,ca_housing,resnet,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7451600268429706,0.716388713446132
508,abalone,figs,no_featurizer,0.7,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.6506614048235951,0.34317921724307077
510,ca_housing,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.8104577744671647,0.7883194296851229
511,ca_housing,random_forest,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6408091126049313,0.591853571795089
512,parkinsons,ft_transformer,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.811212569572435,0.7974996472083804
513,insurance,rf_plus,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8752318311029161,0.8569849298546656
514,parkinsons,random_forest,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6897334803827335,0.6808964439874534
515,abalone,ft_transformer,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4684034585952759,0.4482693076133728
517,parkinsons,figs,no_featurizer,0.7,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.8974051152809523,0.8705647198511582
518,cpu_act,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9696849727191653,0.9683093275612255
519,cpu_act,ft_transformer,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9750848412513733,0.9754132628440857
521,miami_housing,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8614219233159424,0.8229842416123193
524,insurance,ft_transformer,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6663677287090416,0.6261557552398787
526,insurance,resnet,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5974380405997204,0.5520360435589764
530,powerplant,rf_plus,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9427517911265838,0.9429978699547714
531,parkinsons,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6009001464926131,0.6019797072672592
532,parkinsons,ft_transformer,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7986587802266192,0.7787979927599096
533,miami_housing,xgboost,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9884902679234429,0.9147622355062575
534,qsar,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.5602289292981452,0.33640850980516035
536,miami_housing,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8614219233159424,0.8229842416123193
538,ca_housing,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.8014917963196361,0.7805569598123064
540,powerplant,resnet,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9225832325110966,0.923184165456691
543,concrete,ft_transformer,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7223646873421579,0.7400195362815116
544,insurance,xgboost,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9717040265761164,0.8172730228346239
547,concrete,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8893175917831393,0.8699705874359787
550,parkinsons,ft_transformer,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8210278490536782,0.8126490363345711
554,concrete,ft_transformer,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.774171143872695,0.7838595537076277
557,parkinsons,ft_transformer,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8409855531551815,0.8308640236544982
558,allstate,resnet,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.48378989081347923,0.44246564429981683
559,cpu_act,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9822361248482646,0.9765757386485994
566,insurance,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9924187435588987,0.8129203075748553
568,abalone,random_forest,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5551683340233804,0.4900573550506545
574,powerplant,xgboost,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9737516695570407,0.9609184763177395
577,qsar,random_forest,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.47007756256758626,0.2964780591819963
581,parkinsons,figs,no_featurizer,0.3,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.8974051152809523,0.8705647198511582
583,ca_housing,ft_transformer,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.7358397706465059,0.7089539345964335
584,insurance,rf_plus,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8752318311029161,0.8569849298546656
585,concrete,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9508124487695613,0.9132131270303602
586,concrete,xgboost,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9945443791223896,0.9188891502507383
588,qsar,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.5602289292981452,0.33640850980516035
595,insurance,random_forest,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8906077759775537,0.8522713707911458
598,abalone,resnet,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.4620707631111145,0.434062659740448
599,concrete,rf_plus,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8585520471670053,0.8767448068896206
600,qsar,xgboost,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9215621948242188,0.42265254259109497
601,powerplant,ft_transformer,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9381395342165162,0.9406612272698099
603,concrete,ft_transformer,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7458694842013838,0.7646669464901342
605,powerplant,figs,no_featurizer,0.7,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.9489297159891148,0.9306029994682877
608,concrete,xgboost,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9896662611117714,0.9151856957601803
612,airfoil,xgboost,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9926923192960407,0.9249019377591806
613,parkinsons,resnet,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8096169270976605,0.8057359657424263
614,abalone,random_forest,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6022501521477137,0.511863952843931
618,parkinsons,xgboost,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.97856495125099,0.891466011576189
620,insurance,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9717040265761164,0.8172730228346239
621,parkinsons,figs,no_featurizer,0.3,2,0,1,50,30,l0l2,0.0,l0l2,0.0,0.8974051152809523,0.8705647198511582
623,parkinsons,resnet,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.808216320958011,0.8109653622905342
625,cpu_act,ft_transformer,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9732565879821777,0.9736086130142212
626,insurance,rf_plus,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.8752318311029161,0.8569849298546656
627,cpu_act,rf_plus,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9735934384241048,0.9743252321291316
635,miami_housing,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.909587484077035,0.8512634270811118
637,concrete,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8893175917831393,0.8699705874359787
640,concrete,resnet,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6336934116367037,0.6414923418862333
641,qsar,xgboost,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9633604288101196,0.4114609956741333
644,powerplant,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9423476626628206,0.9402810112434892
645,powerplant,xgboost,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9737516695570407,0.9609184763177395
646,ca_housing,ft_transformer,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7454273601121293,0.7185228038829844
647,airfoil,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.7886828275770157,0.7112848350218881
648,airfoil,resnet,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.313407122965096,0.28057645097566375
650,mercedes,figs,no_featurizer,0.3,2,0,1,60,30,l0l2,0.0,l0l2,0.0,0.6929944402210431,0.4078273068773308
652,transaction,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.327088690863396,0.16727887447202372
653,ca_housing,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6391815102663034,0.5945081444175164
656,powerplant,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9328881571131005,0.9338115500920526
657,airfoil,resnet,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4717903561742197,0.3731891058064547
660,allstate,resnet,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4799750351334727,0.4396679684248992
661,airfoil,xgboost,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9926923192960407,0.9249019377591806
663,abalone,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8615106344223022,0.5020395517349243
664,miami_housing,figs,no_featurizer,0.7,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.909587484077035,0.8512634270811118
666,ca_housing,resnet,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7430398243597605,0.7120270145648739
667,abalone,figs,no_featurizer,0.7,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.6506614048235951,0.34317921724307077
668,transaction,rf_plus,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.3025910490461924,0.17267748277562855
669,airfoil,ft_transformer,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.40658864668772166,0.31682321790483725
671,transaction,figs,no_featurizer,0.7,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.5358689534089095,-0.21364894228366826
673,powerplant,resnet,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9225847634399955,0.9227355735353926
674,powerplant,ft_transformer,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9339179521359009,0.9373357226510327
676,insurance,xgboost,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9717040265761164,0.8172730228346239
677,parkinsons,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.910702812933035,0.880458942378799
678,qsar,xgboost,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9633604288101196,0.4114609956741333
679,insurance,rf_plus,no_featurizer,0.7,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8652096651188181,0.8597207715760915
680,insurance,xgboost,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9924187435588987,0.8129203075748553
681,abalone,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.6506614048235951,0.34317921724307077
683,allstate,random_forest,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.4435942044799088,0.40950730296076643
685,cpu_act,random_forest,no_featurizer,0.3,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9696849727191653,0.9683093275612255
686,mercedes,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.6803199331088209,0.41227546837630746
687,airfoil,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.895269442466171,0.8409412679529129
688,airfoil,ft_transformer,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.4954223440898521,0.42058215485315986
689,airfoil,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.895269442466171,0.8409412679529129
690,insurance,resnet,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6286114793446282,0.5987778720610064
692,concrete,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8225770246811328,0.8196241118494089
693,powerplant,random_forest,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9423476626628206,0.9402810112434892
697,transaction,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.327088690863396,0.16727887447202372
698,qsar,random_forest,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.47007756256758626,0.2964780591819963
699,powerplant,rf_plus,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9427517911265838,0.9429978699547714
700,insurance,resnet,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6328870201374597,0.558618211565837
702,miami_housing,figs,no_featurizer,0.3,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.8965452372519747,0.8477722342966206
707,qsar,xgboost,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9633604288101196,0.4114609956741333
708,parkinsons,rf_plus,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.6009001464926131,0.6019797072672592
709,insurance,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.9237677210733316,0.795520431003822
710,allstate,random_forest,no_featurizer,0.3,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.40639402698086646,0.37769673826991046
712,allstate,figs,no_featurizer,0.7,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.5615925916125858,0.5145164105230554
714,abalone,resnet,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.4581979513168335,0.4203617572784424
715,insurance,ft_transformer,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6676298304659534,0.6471170915300957
716,parkinsons,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6897334803827335,0.6808964439874534
717,concrete,rf_plus,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8585520471670053,0.8767448068896206
718,cpu_act,xgboost,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9962639808654785,0.9834569692611694
719,airfoil,rf_plus,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7808093925345443,0.7106230346885904
720,parkinsons,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.97856495125099,0.891466011576189
722,ca_housing,figs,no_featurizer,0.7,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.8014917963196361,0.7805569598123064
723,cpu_act,resnet,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9595339298248291,0.9565876722335815
724,transaction,rf_plus,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.2740454766564109,0.16678199164682384
725,ca_housing,ft_transformer,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.7411448172032138,0.7127099598424473
726,powerplant,rf_plus,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9382873619370015,0.9405277688883538
730,concrete,rf_plus,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8585520471670053,0.8767448068896206
732,mercedes,random_forest,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.6345701037540329,0.6062197680115702
733,airfoil,figs,no_featurizer,0.7,2,1,1,50,30,l0l2,0.0,l0l2,0.0,0.878110408670732,0.8216055724203872
734,parkinsons,random_forest,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.5802246042418164,0.5739815856121839
736,insurance,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8906077759775537,0.8522713707911458
739,cpu_act,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.9834478214681828,0.9772517549817435
740,concrete,xgboost,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9896662611117714,0.9151856957601803
741,abalone,random_forest,no_featurizer,0.7,3,0,4,1,1,l0l2,0.0,l0l2,0.0,0.5551683340233804,0.4900573550506545
747,parkinsons,ft_transformer,no_featurizer,0.7,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8169105600018166,0.8086228137061924
749,abalone,rf_plus,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6123547351023071,0.5300165159839614
750,parkinsons,resnet,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.8295298190991354,0.822617270290508
751,parkinsons,figs,no_featurizer,0.3,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.8974051152809523,0.8705647198511582
755,concrete,rf_plus,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8585520471670053,0.8767448068896206
756,cpu_act,xgboost,no_featurizer,0.3,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.993998646736145,0.9837870597839355
757,transaction,xgboost,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8250874104050199,0.07101026012218414
760,cpu_act,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.9834478214681828,0.9772517549817435
761,mercedes,random_forest,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6345701037540329,0.6062197680115702
762,cpu_act,random_forest,no_featurizer,0.3,2,1,4,1,1,l0l2,0.0,l0l2,0.0,0.9602782968895587,0.9597451934575514
765,concrete,figs,no_featurizer,0.3,3,0,1,60,30,l0l2,0.0,l0l2,0.0,0.9592860579163266,0.9077125698699537
767,miami_housing,random_forest,no_featurizer,0.7,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8614219233159424,0.8229842416123193
769,ca_housing,rf_plus,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.6792419152472262,0.6377313820604835
770,airfoil,random_forest,no_featurizer,0.7,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.7886828275770157,0.7112848350218881
772,concrete,ft_transformer,no_featurizer,0.7,3,1,5,1,1,l0l2,0.0,l0l2,0.0,0.698633471600516,0.7005367797812405
773,mercedes,figs,no_featurizer,0.7,3,0,1,50,30,l0l2,0.0,l0l2,0.0,0.6803199331088209,0.41227546837630746
