,dataset_name,model_name,featurizer_name,featurizer_frac,depth,bit,max_depth,max_rules,max_trees,pre_interaction,pre_max_features,post_interaction,post_max_features,r2_score_train_true,r2_score_val_true
2076,transaction,figs,no_featurizer,0.3,3,1,1,60,30,l0l2,0.0,l0l2,0.0,0.5757651524948983,-0.23760365666892813
2077,allstate,figs,no_featurizer,0.7,3,1,1,50,30,l0l2,0.0,l0l2,0.0,0.5525898765191923,0.5068417775055192
2078,miami_housing,xgboost,no_featurizer,0.7,2,0,4,1,1,l0l2,0.0,l0l2,0.0,0.9790025258461438,0.9039684425230238
2079,miami_housing,rf_plus,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.8815969095087353,0.8539525854864933
2080,insurance,resnet,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.645547723760967,0.6153350585014119
2081,insurance,random_forest,no_featurizer,0.3,3,1,4,1,1,l0l2,0.0,l0l2,0.0,0.8702279598545921,0.8574593775414519
2084,powerplant,random_forest,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9423476626628206,0.9402810112434892
2087,miami_housing,xgboost,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9884902679234429,0.9147622355062575
2088,abalone,xgboost,no_featurizer,0.3,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9266168475151062,0.456440269947052
2089,qsar,xgboost,no_featurizer,0.3,2,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9633604288101196,0.4114609956741333
2090,ca_housing,xgboost,no_featurizer,0.7,2,1,5,1,1,l0l2,0.0,l0l2,0.0,0.9217593746029684,0.8249770511410662
2091,cpu_act,resnet,no_featurizer,0.3,3,0,5,1,1,l0l2,0.0,l0l2,0.0,0.9592357873916626,0.9567124247550964
